lat,long,elev
90.0,-36.666666666666664,8.0
90.0,-35.833333333333336,59.0
90.0,-35.0,69.0
90.0,-34.166666666666664,249.0
90.0,-33.333333333333336,201.0
90.0,-32.5,22.0
90.0,-31.666666666666668,12.0
88.92857142857143,-80.83333333333333,32.0
88.92857142857143,-80.0,242.0
88.92857142857143,-79.16666666666667,314.0
88.92857142857143,-78.33333333333333,387.0
88.92857142857143,-77.5,485.0
88.92857142857143,-76.66666666666667,323.0
88.92857142857143,-75.83333333333333,434.0
88.92857142857143,-75.0,477.0
88.92857142857143,-74.16666666666667,423.0
88.92857142857143,-73.33333333333333,424.0
88.92857142857143,-72.5,583.0
88.92857142857143,-71.66666666666667,882.0
88.92857142857143,-70.83333333333333,717.0
88.92857142857143,-70.0,498.0
88.92857142857143,-69.16666666666667,363.0
88.92857142857143,-68.33333333333333,313.0
88.92857142857143,-67.5,270.0
88.92857142857143,-66.66666666666667,295.0
88.92857142857143,-65.83333333333333,211.0
88.92857142857143,-65.0,98.0
88.92857142857143,-64.16666666666667,49.0
88.92857142857143,-47.5,3.0
88.92857142857143,-45.833333333333336,46.0
88.92857142857143,-45.0,529.0
88.92857142857143,-44.166666666666664,611.0
88.92857142857143,-43.333333333333336,483.0
88.92857142857143,-42.5,276.0
88.92857142857143,-41.666666666666664,307.0
88.92857142857143,-40.833333333333336,400.0
88.92857142857143,-40.0,591.0
88.92857142857143,-39.166666666666664,758.0
88.92857142857143,-38.333333333333336,917.0
88.92857142857143,-37.5,876.0
88.92857142857143,-36.666666666666664,660.0
88.92857142857143,-35.833333333333336,787.0
88.92857142857143,-35.0,715.0
88.92857142857143,-34.166666666666664,642.0
88.92857142857143,-33.333333333333336,774.0
88.92857142857143,-32.5,759.0
88.92857142857143,-31.666666666666668,786.0
88.92857142857143,-30.833333333333332,825.0
88.92857142857143,-30.0,767.0
88.92857142857143,-29.166666666666668,807.0
88.92857142857143,-28.333333333333332,667.0
88.92857142857143,-27.5,628.0
88.92857142857143,-26.666666666666668,511.0
88.92857142857143,-25.833333333333332,324.0
88.92857142857143,-25.0,267.0
88.92857142857143,-24.166666666666668,209.0
87.85714285714286,-89.16666666666667,34.0
87.85714285714286,-88.33333333333333,162.0
87.85714285714286,-87.5,239.0
87.85714285714286,-86.66666666666667,407.0
87.85714285714286,-85.83333333333333,479.5
87.85714285714286,-85.0,650.0
87.85714285714286,-84.16666666666667,741.0
87.85714285714286,-83.33333333333333,788.0
87.85714285714286,-82.5,706.0
87.85714285714286,-81.66666666666667,882.0
87.85714285714286,-80.83333333333333,1078.0
87.85714285714286,-80.0,1054.0
87.85714285714286,-79.16666666666667,1023.0
87.85714285714286,-78.33333333333333,1180.0
87.85714285714286,-77.5,1350.0
87.85714285714286,-76.66666666666667,1192.0
87.85714285714286,-75.83333333333333,1185.0
87.85714285714286,-75.0,1386.0
87.85714285714286,-74.16666666666667,1279.0
87.85714285714286,-73.33333333333333,1059.0
87.85714285714286,-72.5,1066.0
87.85714285714286,-71.66666666666667,659.0
87.85714285714286,-70.83333333333333,515.0
87.85714285714286,-70.0,486.0
87.85714285714286,-69.16666666666667,417.0
87.85714285714286,-68.33333333333333,457.0
87.85714285714286,-67.5,511.0
87.85714285714286,-66.66666666666667,574.0
87.85714285714286,-65.83333333333333,524.0
87.85714285714286,-65.0,501.0
87.85714285714286,-64.16666666666667,370.0
87.85714285714286,-61.666666666666664,49.0
87.85714285714286,-60.833333333333336,16.0
87.85714285714286,-60.0,82.0
87.85714285714286,-59.166666666666664,194.0
87.85714285714286,-58.333333333333336,393.0
87.85714285714286,-57.5,395.0
87.85714285714286,-56.666666666666664,398.0
87.85714285714286,-55.833333333333336,505.0
87.85714285714286,-55.0,36.0
87.85714285714286,-54.166666666666664,278.0
87.85714285714286,-53.333333333333336,231.0
87.85714285714286,-51.666666666666664,16.0
87.85714285714286,-50.833333333333336,223.0
87.85714285714286,-50.0,491.0
87.85714285714286,-49.166666666666664,439.0
87.85714285714286,-48.333333333333336,317.0
87.85714285714286,-47.5,78.0
87.85714285714286,-46.666666666666664,3.0
87.85714285714286,-45.833333333333336,42.0
87.85714285714286,-45.0,446.0
87.85714285714286,-44.166666666666664,708.0
87.85714285714286,-43.333333333333336,926.0
87.85714285714286,-42.5,947.0
87.85714285714286,-41.666666666666664,852.0
87.85714285714286,-40.833333333333336,991.0
87.85714285714286,-40.0,1140.0
87.85714285714286,-39.166666666666664,1190.0
87.85714285714286,-38.333333333333336,1171.0
87.85714285714286,-37.5,971.0
87.85714285714286,-36.666666666666664,885.0
87.85714285714286,-35.833333333333336,799.0
87.85714285714286,-35.0,733.0
87.85714285714286,-34.166666666666664,477.0
87.85714285714286,-33.333333333333336,359.0
87.85714285714286,-32.5,195.0
87.85714285714286,-31.666666666666668,408.0
87.85714285714286,-30.833333333333332,407.0
87.85714285714286,-30.0,433.0
87.85714285714286,-29.166666666666668,652.0
87.85714285714286,-28.333333333333332,589.0
87.85714285714286,-27.5,488.0
87.85714285714286,-26.666666666666668,8.0
87.85714285714286,-23.333333333333332,51.0
86.78571428571429,-94.16666666666667,84.0
86.78571428571429,-93.33333333333333,154.0
86.78571428571429,-92.5,143.0
86.78571428571429,-89.16666666666667,266.0
86.78571428571429,-88.33333333333333,317.0
86.78571428571429,-87.5,316.0
86.78571428571429,-86.66666666666667,246.0
86.78571428571429,-85.83333333333333,457.0
86.78571428571429,-85.0,532.0
86.78571428571429,-84.16666666666667,720.0
86.78571428571429,-83.33333333333333,791.0
86.78571428571429,-82.5,762.0
86.78571428571429,-81.66666666666667,807.0
86.78571428571429,-80.83333333333333,789.0
86.78571428571429,-80.0,532.0
86.78571428571429,-79.16666666666667,380.0
86.78571428571429,-78.33333333333333,463.0
86.78571428571429,-77.5,602.0
86.78571428571429,-76.66666666666667,631.0
86.78571428571429,-75.83333333333333,772.0
86.78571428571429,-75.0,836.0
86.78571428571429,-74.16666666666667,924.0
86.78571428571429,-73.33333333333333,981.0
86.78571428571429,-72.5,793.0
86.78571428571429,-71.66666666666667,752.0
86.78571428571429,-70.83333333333333,851.0
86.78571428571429,-70.0,845.0
86.78571428571429,-69.16666666666667,738.0
86.78571428571429,-68.33333333333333,598.0
86.78571428571429,-67.5,242.0
86.78571428571429,-65.0,42.0
86.78571428571429,-64.16666666666667,199.0
86.78571428571429,-63.333333333333336,219.0
86.78571428571429,-62.5,7.0
86.78571428571429,-61.666666666666664,96.0
86.78571428571429,-60.833333333333336,599.0
86.78571428571429,-60.0,787.0
86.78571428571429,-59.166666666666664,834.0
86.78571428571429,-58.333333333333336,1057.0
86.78571428571429,-57.5,1185.0
86.78571428571429,-56.666666666666664,1236.0
86.78571428571429,-55.833333333333336,974.0
86.78571428571429,-55.0,908.0
86.78571428571429,-54.166666666666664,975.0
86.78571428571429,-53.333333333333336,1087.0
86.78571428571429,-52.5,1045.0
86.78571428571429,-51.666666666666664,957.0
86.78571428571429,-50.833333333333336,857.0
86.78571428571429,-50.0,838.0
86.78571428571429,-49.166666666666664,985.0
86.78571428571429,-48.333333333333336,1173.0
86.78571428571429,-47.5,1332.0
86.78571428571429,-46.666666666666664,1439.0
86.78571428571429,-45.833333333333336,1472.0
86.78571428571429,-45.0,1484.0
86.78571428571429,-44.166666666666664,1575.0
86.78571428571429,-43.333333333333336,1706.0
86.78571428571429,-42.5,1807.0
86.78571428571429,-41.666666666666664,1873.0
86.78571428571429,-40.833333333333336,1907.0
86.78571428571429,-40.0,1871.0
86.78571428571429,-39.166666666666664,1821.0
86.78571428571429,-38.333333333333336,1757.0
86.78571428571429,-37.5,1694.0
86.78571428571429,-36.666666666666664,1631.0
86.78571428571429,-35.833333333333336,1541.0
86.78571428571429,-35.0,1442.0
86.78571428571429,-34.166666666666664,1334.0
86.78571428571429,-33.333333333333336,1227.0
86.78571428571429,-32.5,1130.0
86.78571428571429,-31.666666666666668,1077.0
86.78571428571429,-30.833333333333332,1043.0
86.78571428571429,-30.0,1000.0
86.78571428571429,-29.166666666666668,850.0
86.78571428571429,-28.333333333333332,713.0
86.78571428571429,-27.5,686.0
86.78571428571429,-26.666666666666668,597.0
86.78571428571429,-25.833333333333332,589.0
86.78571428571429,-25.0,655.0
86.78571428571429,-24.166666666666668,334.0
86.78571428571429,-23.333333333333332,20.0
86.78571428571429,-22.5,2.0
86.78571428571429,-21.666666666666668,525.0
86.78571428571429,-20.833333333333332,426.0
86.78571428571429,-20.0,385.0
86.78571428571429,-19.166666666666668,470.0
86.78571428571429,-18.333333333333332,383.0
86.78571428571429,-17.5,344.0
86.78571428571429,-16.666666666666668,554.0
86.78571428571429,-15.833333333333334,374.0
86.78571428571429,-15.0,82.0
86.78571428571429,55.833333333333336,8.0
86.78571428571429,56.666666666666664,58.0
86.78571428571429,64.16666666666667,15.0
86.78571428571429,95.0,32.0
86.78571428571429,95.83333333333333,13.0
85.71428571428571,-95.83333333333333,154.0
85.71428571428571,-95.0,305.0
85.71428571428571,-94.16666666666667,613.0
85.71428571428571,-93.33333333333333,1051.0
85.71428571428571,-92.5,1103.0
85.71428571428571,-91.66666666666667,665.0
85.71428571428571,-90.83333333333333,443.0
85.71428571428571,-90.0,183.0
85.71428571428571,-88.33333333333333,32.0
85.71428571428571,-86.66666666666667,59.0
85.71428571428571,-85.83333333333333,74.0
85.71428571428571,-85.0,140.0
85.71428571428571,-84.16666666666667,88.0
85.71428571428571,-82.5,72.0
85.71428571428571,-81.66666666666667,311.0
85.71428571428571,-80.83333333333333,587.0
85.71428571428571,-80.0,856.0
85.71428571428571,-79.16666666666667,1128.0
85.71428571428571,-78.33333333333333,1312.0
85.71428571428571,-77.5,1291.0
85.71428571428571,-76.66666666666667,1424.0
85.71428571428571,-75.83333333333333,1446.0
85.71428571428571,-75.0,1510.0
85.71428571428571,-74.16666666666667,1308.0
85.71428571428571,-73.33333333333333,957.0
85.71428571428571,-72.5,808.0
85.71428571428571,-71.66666666666667,622.0
85.71428571428571,-70.83333333333333,166.0
85.71428571428571,-66.66666666666667,364.0
85.71428571428571,-65.83333333333333,376.0
85.71428571428571,-65.0,465.0
85.71428571428571,-64.16666666666667,468.0
85.71428571428571,-63.333333333333336,372.0
85.71428571428571,-62.5,412.0
85.71428571428571,-61.666666666666664,460.0
85.71428571428571,-60.833333333333336,419.0
85.71428571428571,-60.0,478.0
85.71428571428571,-59.166666666666664,691.0
85.71428571428571,-58.333333333333336,890.0
85.71428571428571,-57.5,1079.0
85.71428571428571,-56.666666666666664,1221.0
85.71428571428571,-55.833333333333336,1346.0
85.71428571428571,-55.0,1455.0
85.71428571428571,-54.166666666666664,1534.0
85.71428571428571,-53.333333333333336,1607.0
85.71428571428571,-52.5,1677.0
85.71428571428571,-51.666666666666664,1738.0
85.71428571428571,-50.833333333333336,1789.0
85.71428571428571,-50.0,1818.0
85.71428571428571,-49.166666666666664,1841.0
85.71428571428571,-48.333333333333336,1862.0
85.71428571428571,-47.5,1902.0
85.71428571428571,-46.666666666666664,1946.0
85.71428571428571,-45.833333333333336,1986.0
85.71428571428571,-45.0,2017.0
85.71428571428571,-44.166666666666664,2047.0
85.71428571428571,-43.333333333333336,2071.0
85.71428571428571,-42.5,2092.0
85.71428571428571,-41.666666666666664,2097.0
